Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
30/4/2007;07:03:00;?;?;?;?;?;?;
30/4/2007;07:04:00;?;?;?;?;?;?;
30/4/2007;07:05:00;?;?;?;?;?;?;
30/4/2007;07:06:00;?;?;?;?;?;?;
30/4/2007;07:07:00;?;?;?;?;?;?;
30/4/2007;07:08:00;?;?;?;?;?;?;
30/4/2007;07:09:00;?;?;?;?;?;?;
30/4/2007;07:10:00;?;?;?;?;?;?;
30/4/2007;07:11:00;?;?;?;?;?;?;
30/4/2007;07:12:00;?;?;?;?;?;?;
30/4/2007;07:13:00;?;?;?;?;?;?;
30/4/2007;07:14:00;?;?;?;?;?;?;
30/4/2007;07:15:00;?;?;?;?;?;?;
30/4/2007;07:16:00;?;?;?;?;?;?;
30/4/2007;07:17:00;?;?;?;?;?;?;
30/4/2007;07:18:00;?;?;?;?;?;?;
30/4/2007;07:19:00;?;?;?;?;?;?;
30/4/2007;07:20:00;?;?;?;?;?;?;
30/4/2007;07:21:00;?;?;?;?;?;?;
30/4/2007;07:22:00;?;?;?;?;?;?;
30/4/2007;07:23:00;?;?;?;?;?;?;
30/4/2007;07:24:00;?;?;?;?;?;?;
30/4/2007;07:25:00;?;?;?;?;?;?;
30/4/2007;07:26:00;?;?;?;?;?;?;
30/4/2007;07:27:00;?;?;?;?;?;?;
30/4/2007;07:28:00;?;?;?;?;?;?;
30/4/2007;07:29:00;?;?;?;?;?;?;
30/4/2007;07:30:00;?;?;?;?;?;?;
30/4/2007;07:31:00;?;?;?;?;?;?;
30/4/2007;07:32:00;?;?;?;?;?;?;
30/4/2007;07:33:00;?;?;?;?;?;?;
30/4/2007;07:34:00;?;?;?;?;?;?;
30/4/2007;07:35:00;?;?;?;?;?;?;
30/4/2007;07:36:00;?;?;?;?;?;?;
30/4/2007;07:37:00;?;?;?;?;?;?;
30/4/2007;07:38:00;?;?;?;?;?;?;
30/4/2007;07:39:00;?;?;?;?;?;?;
30/4/2007;07:40:00;?;?;?;?;?;?;
30/4/2007;07:41:00;?;?;?;?;?;?;
30/4/2007;07:42:00;?;?;?;?;?;?;
30/4/2007;07:43:00;?;?;?;?;?;?;
30/4/2007;07:44:00;?;?;?;?;?;?;
30/4/2007;07:45:00;?;?;?;?;?;?;
30/4/2007;07:46:00;?;?;?;?;?;?;
30/4/2007;07:47:00;?;?;?;?;?;?;
30/4/2007;07:48:00;?;?;?;?;?;?;
30/4/2007;07:49:00;?;?;?;?;?;?;
30/4/2007;07:50:00;?;?;?;?;?;?;
30/4/2007;07:51:00;?;?;?;?;?;?;
30/4/2007;07:52:00;?;?;?;?;?;?;
30/4/2007;07:53:00;?;?;?;?;?;?;
30/4/2007;07:54:00;?;?;?;?;?;?;
30/4/2007;07:55:00;?;?;?;?;?;?;
30/4/2007;07:56:00;?;?;?;?;?;?;
30/4/2007;07:57:00;?;?;?;?;?;?;
30/4/2007;07:58:00;?;?;?;?;?;?;
30/4/2007;07:59:00;?;?;?;?;?;?;
30/4/2007;08:00:00;?;?;?;?;?;?;
30/4/2007;08:01:00;?;?;?;?;?;?;
30/4/2007;08:02:00;?;?;?;?;?;?;
30/4/2007;08:03:00;?;?;?;?;?;?;
30/4/2007;08:04:00;?;?;?;?;?;?;
30/4/2007;08:05:00;?;?;?;?;?;?;
30/4/2007;08:06:00;?;?;?;?;?;?;
30/4/2007;08:07:00;?;?;?;?;?;?;
30/4/2007;08:08:00;?;?;?;?;?;?;
30/4/2007;08:09:00;?;?;?;?;?;?;
30/4/2007;08:10:00;?;?;?;?;?;?;
30/4/2007;08:11:00;?;?;?;?;?;?;
30/4/2007;08:12:00;?;?;?;?;?;?;
30/4/2007;08:13:00;?;?;?;?;?;?;
30/4/2007;08:14:00;?;?;?;?;?;?;
30/4/2007;08:15:00;?;?;?;?;?;?;
30/4/2007;08:16:00;?;?;?;?;?;?;
30/4/2007;08:17:00;?;?;?;?;?;?;
30/4/2007;08:18:00;?;?;?;?;?;?;
30/4/2007;08:19:00;?;?;?;?;?;?;
30/4/2007;08:20:00;?;?;?;?;?;?;
30/4/2007;08:21:00;?;?;?;?;?;?;
30/4/2007;08:22:00;?;?;?;?;?;?;
30/4/2007;08:23:00;?;?;?;?;?;?;
30/4/2007;08:24:00;?;?;?;?;?;?;
30/4/2007;08:25:00;?;?;?;?;?;?;
30/4/2007;08:26:00;?;?;?;?;?;?;
30/4/2007;08:27:00;?;?;?;?;?;?;
30/4/2007;08:28:00;?;?;?;?;?;?;
30/4/2007;08:29:00;?;?;?;?;?;?;
30/4/2007;08:30:00;?;?;?;?;?;?;
30/4/2007;08:31:00;?;?;?;?;?;?;
30/4/2007;08:32:00;?;?;?;?;?;?;
30/4/2007;08:33:00;?;?;?;?;?;?;
30/4/2007;08:34:00;?;?;?;?;?;?;
30/4/2007;08:35:00;?;?;?;?;?;?;
30/4/2007;08:36:00;?;?;?;?;?;?;
30/4/2007;08:37:00;?;?;?;?;?;?;
30/4/2007;08:38:00;?;?;?;?;?;?;
30/4/2007;08:39:00;?;?;?;?;?;?;
30/4/2007;08:40:00;?;?;?;?;?;?;
30/4/2007;08:41:00;?;?;?;?;?;?;
30/4/2007;08:42:00;?;?;?;?;?;?;
30/4/2007;08:43:00;?;?;?;?;?;?;
30/4/2007;08:44:00;?;?;?;?;?;?;
30/4/2007;08:45:00;?;?;?;?;?;?;
30/4/2007;08:46:00;?;?;?;?;?;?;
30/4/2007;08:47:00;?;?;?;?;?;?;
30/4/2007;08:48:00;?;?;?;?;?;?;
30/4/2007;08:49:00;?;?;?;?;?;?;
30/4/2007;08:50:00;?;?;?;?;?;?;
30/4/2007;08:51:00;?;?;?;?;?;?;
30/4/2007;08:52:00;?;?;?;?;?;?;
30/4/2007;08:53:00;?;?;?;?;?;?;
30/4/2007;08:54:00;?;?;?;?;?;?;
30/4/2007;08:55:00;?;?;?;?;?;?;
30/4/2007;08:56:00;?;?;?;?;?;?;
30/4/2007;08:57:00;?;?;?;?;?;?;
30/4/2007;08:58:00;?;?;?;?;?;?;
30/4/2007;08:59:00;?;?;?;?;?;?;
30/4/2007;09:00:00;?;?;?;?;?;?;
30/4/2007;09:01:00;?;?;?;?;?;?;
30/4/2007;09:02:00;?;?;?;?;?;?;
30/4/2007;09:03:00;?;?;?;?;?;?;
30/4/2007;09:04:00;?;?;?;?;?;?;
30/4/2007;09:05:00;?;?;?;?;?;?;
30/4/2007;09:06:00;?;?;?;?;?;?;
30/4/2007;09:07:00;?;?;?;?;?;?;
30/4/2007;09:08:00;?;?;?;?;?;?;
30/4/2007;09:09:00;?;?;?;?;?;?;
30/4/2007;09:10:00;?;?;?;?;?;?;
30/4/2007;09:11:00;?;?;?;?;?;?;
30/4/2007;09:12:00;?;?;?;?;?;?;
30/4/2007;09:13:00;?;?;?;?;?;?;
30/4/2007;09:14:00;?;?;?;?;?;?;
30/4/2007;09:15:00;?;?;?;?;?;?;
30/4/2007;09:16:00;?;?;?;?;?;?;
30/4/2007;09:17:00;?;?;?;?;?;?;
30/4/2007;09:18:00;?;?;?;?;?;?;
30/4/2007;09:19:00;?;?;?;?;?;?;
30/4/2007;09:20:00;?;?;?;?;?;?;
30/4/2007;09:21:00;?;?;?;?;?;?;
30/4/2007;09:22:00;?;?;?;?;?;?;
30/4/2007;09:23:00;?;?;?;?;?;?;
30/4/2007;09:24:00;?;?;?;?;?;?;
30/4/2007;09:25:00;?;?;?;?;?;?;
30/4/2007;09:26:00;?;?;?;?;?;?;
30/4/2007;09:27:00;?;?;?;?;?;?;
30/4/2007;09:28:00;?;?;?;?;?;?;
30/4/2007;09:29:00;?;?;?;?;?;?;
30/4/2007;09:30:00;?;?;?;?;?;?;
30/4/2007;09:31:00;?;?;?;?;?;?;
30/4/2007;09:32:00;?;?;?;?;?;?;
30/4/2007;09:33:00;?;?;?;?;?;?;
30/4/2007;09:34:00;?;?;?;?;?;?;
30/4/2007;09:35:00;?;?;?;?;?;?;
30/4/2007;09:36:00;?;?;?;?;?;?;
30/4/2007;09:37:00;?;?;?;?;?;?;
30/4/2007;09:38:00;?;?;?;?;?;?;
30/4/2007;09:39:00;?;?;?;?;?;?;
30/4/2007;09:40:00;?;?;?;?;?;?;
30/4/2007;09:41:00;?;?;?;?;?;?;
30/4/2007;09:42:00;?;?;?;?;?;?;
30/4/2007;09:43:00;?;?;?;?;?;?;
30/4/2007;09:44:00;?;?;?;?;?;?;
30/4/2007;09:45:00;?;?;?;?;?;?;
30/4/2007;09:46:00;?;?;?;?;?;?;
30/4/2007;09:47:00;?;?;?;?;?;?;
30/4/2007;09:48:00;?;?;?;?;?;?;
30/4/2007;09:49:00;?;?;?;?;?;?;
30/4/2007;09:50:00;?;?;?;?;?;?;
30/4/2007;09:51:00;?;?;?;?;?;?;
30/4/2007;09:52:00;?;?;?;?;?;?;
30/4/2007;09:53:00;?;?;?;?;?;?;
30/4/2007;09:54:00;?;?;?;?;?;?;
30/4/2007;09:55:00;?;?;?;?;?;?;
30/4/2007;09:56:00;?;?;?;?;?;?;
30/4/2007;09:57:00;?;?;?;?;?;?;
30/4/2007;09:58:00;?;?;?;?;?;?;
30/4/2007;09:59:00;?;?;?;?;?;?;
30/4/2007;10:00:00;?;?;?;?;?;?;
30/4/2007;10:01:00;?;?;?;?;?;?;
30/4/2007;10:02:00;?;?;?;?;?;?;
30/4/2007;10:03:00;?;?;?;?;?;?;
30/4/2007;10:04:00;?;?;?;?;?;?;
30/4/2007;10:05:00;?;?;?;?;?;?;
30/4/2007;10:06:00;?;?;?;?;?;?;
30/4/2007;10:07:00;?;?;?;?;?;?;
30/4/2007;10:08:00;?;?;?;?;?;?;
30/4/2007;10:09:00;?;?;?;?;?;?;
30/4/2007;10:10:00;?;?;?;?;?;?;
30/4/2007;10:11:00;?;?;?;?;?;?;
30/4/2007;10:12:00;?;?;?;?;?;?;
30/4/2007;10:13:00;?;?;?;?;?;?;
30/4/2007;10:14:00;?;?;?;?;?;?;
30/4/2007;10:15:00;?;?;?;?;?;?;
30/4/2007;10:16:00;?;?;?;?;?;?;
30/4/2007;10:17:00;?;?;?;?;?;?;
30/4/2007;10:18:00;?;?;?;?;?;?;
30/4/2007;10:19:00;?;?;?;?;?;?;
30/4/2007;10:20:00;?;?;?;?;?;?;
30/4/2007;10:21:00;?;?;?;?;?;?;
30/4/2007;10:22:00;?;?;?;?;?;?;
30/4/2007;10:23:00;?;?;?;?;?;?;
30/4/2007;10:24:00;?;?;?;?;?;?;
30/4/2007;10:25:00;?;?;?;?;?;?;
30/4/2007;10:26:00;?;?;?;?;?;?;
30/4/2007;10:27:00;?;?;?;?;?;?;
30/4/2007;10:28:00;?;?;?;?;?;?;
30/4/2007;10:29:00;?;?;?;?;?;?;
30/4/2007;10:30:00;?;?;?;?;?;?;
30/4/2007;10:31:00;?;?;?;?;?;?;
30/4/2007;10:32:00;?;?;?;?;?;?;
30/4/2007;10:33:00;?;?;?;?;?;?;
30/4/2007;10:34:00;?;?;?;?;?;?;
30/4/2007;10:35:00;?;?;?;?;?;?;
30/4/2007;10:36:00;?;?;?;?;?;?;
30/4/2007;10:37:00;?;?;?;?;?;?;
30/4/2007;10:38:00;?;?;?;?;?;?;
30/4/2007;10:39:00;?;?;?;?;?;?;
30/4/2007;10:40:00;?;?;?;?;?;?;
30/4/2007;10:41:00;?;?;?;?;?;?;
30/4/2007;10:42:00;?;?;?;?;?;?;
30/4/2007;10:43:00;?;?;?;?;?;?;
30/4/2007;10:44:00;?;?;?;?;?;?;
30/4/2007;10:45:00;?;?;?;?;?;?;
30/4/2007;10:46:00;?;?;?;?;?;?;
30/4/2007;10:47:00;?;?;?;?;?;?;
30/4/2007;10:48:00;?;?;?;?;?;?;
30/4/2007;10:49:00;?;?;?;?;?;?;
30/4/2007;10:50:00;?;?;?;?;?;?;
30/4/2007;10:51:00;?;?;?;?;?;?;
30/4/2007;10:52:00;?;?;?;?;?;?;
30/4/2007;10:53:00;?;?;?;?;?;?;
30/4/2007;10:54:00;?;?;?;?;?;?;
30/4/2007;10:55:00;?;?;?;?;?;?;
30/4/2007;10:56:00;?;?;?;?;?;?;
30/4/2007;10:57:00;?;?;?;?;?;?;
30/4/2007;10:58:00;?;?;?;?;?;?;
30/4/2007;10:59:00;?;?;?;?;?;?;
30/4/2007;11:00:00;?;?;?;?;?;?;
30/4/2007;11:01:00;?;?;?;?;?;?;
30/4/2007;11:02:00;?;?;?;?;?;?;
30/4/2007;11:03:00;?;?;?;?;?;?;
30/4/2007;11:04:00;?;?;?;?;?;?;
30/4/2007;11:05:00;?;?;?;?;?;?;
30/4/2007;11:06:00;?;?;?;?;?;?;
30/4/2007;11:07:00;?;?;?;?;?;?;
30/4/2007;11:08:00;?;?;?;?;?;?;
30/4/2007;11:09:00;?;?;?;?;?;?;
30/4/2007;11:10:00;?;?;?;?;?;?;
30/4/2007;11:11:00;?;?;?;?;?;?;
30/4/2007;11:12:00;?;?;?;?;?;?;
30/4/2007;11:13:00;?;?;?;?;?;?;
30/4/2007;11:14:00;?;?;?;?;?;?;
30/4/2007;11:15:00;?;?;?;?;?;?;
30/4/2007;11:16:00;?;?;?;?;?;?;
30/4/2007;11:17:00;?;?;?;?;?;?;
30/4/2007;11:18:00;?;?;?;?;?;?;
30/4/2007;11:19:00;?;?;?;?;?;?;
30/4/2007;11:20:00;?;?;?;?;?;?;
30/4/2007;11:21:00;?;?;?;?;?;?;
30/4/2007;11:22:00;?;?;?;?;?;?;
30/4/2007;11:23:00;?;?;?;?;?;?;
30/4/2007;11:24:00;?;?;?;?;?;?;
30/4/2007;11:25:00;?;?;?;?;?;?;
30/4/2007;11:26:00;?;?;?;?;?;?;
30/4/2007;11:27:00;?;?;?;?;?;?;
30/4/2007;11:28:00;?;?;?;?;?;?;
30/4/2007;11:29:00;?;?;?;?;?;?;
30/4/2007;11:30:00;?;?;?;?;?;?;
30/4/2007;11:31:00;?;?;?;?;?;?;
30/4/2007;11:32:00;?;?;?;?;?;?;
30/4/2007;11:33:00;?;?;?;?;?;?;
30/4/2007;11:34:00;?;?;?;?;?;?;
30/4/2007;11:35:00;?;?;?;?;?;?;
30/4/2007;11:36:00;?;?;?;?;?;?;
30/4/2007;11:37:00;?;?;?;?;?;?;
30/4/2007;11:38:00;?;?;?;?;?;?;
30/4/2007;11:39:00;?;?;?;?;?;?;
30/4/2007;11:40:00;?;?;?;?;?;?;
30/4/2007;11:41:00;?;?;?;?;?;?;
30/4/2007;11:42:00;?;?;?;?;?;?;
30/4/2007;11:43:00;?;?;?;?;?;?;
30/4/2007;11:44:00;?;?;?;?;?;?;
30/4/2007;11:45:00;?;?;?;?;?;?;
30/4/2007;11:46:00;?;?;?;?;?;?;
30/4/2007;11:47:00;?;?;?;?;?;?;
30/4/2007;11:48:00;?;?;?;?;?;?;
30/4/2007;11:49:00;?;?;?;?;?;?;
30/4/2007;11:50:00;?;?;?;?;?;?;
30/4/2007;11:51:00;?;?;?;?;?;?;
30/4/2007;11:52:00;?;?;?;?;?;?;
30/4/2007;11:53:00;?;?;?;?;?;?;
30/4/2007;11:54:00;?;?;?;?;?;?;
30/4/2007;11:55:00;?;?;?;?;?;?;
30/4/2007;11:56:00;?;?;?;?;?;?;
30/4/2007;11:57:00;?;?;?;?;?;?;
30/4/2007;11:58:00;?;?;?;?;?;?;
30/4/2007;11:59:00;?;?;?;?;?;?;
30/4/2007;12:00:00;?;?;?;?;?;?;
30/4/2007;12:01:00;?;?;?;?;?;?;
30/4/2007;12:02:00;?;?;?;?;?;?;
30/4/2007;12:03:00;?;?;?;?;?;?;
30/4/2007;12:04:00;?;?;?;?;?;?;
30/4/2007;12:05:00;?;?;?;?;?;?;
30/4/2007;12:06:00;?;?;?;?;?;?;
30/4/2007;12:07:00;?;?;?;?;?;?;
30/4/2007;12:08:00;?;?;?;?;?;?;
30/4/2007;12:09:00;?;?;?;?;?;?;
30/4/2007;12:10:00;?;?;?;?;?;?;
30/4/2007;12:11:00;?;?;?;?;?;?;
30/4/2007;12:12:00;?;?;?;?;?;?;
30/4/2007;12:13:00;?;?;?;?;?;?;
30/4/2007;12:14:00;?;?;?;?;?;?;
30/4/2007;12:15:00;?;?;?;?;?;?;
30/4/2007;12:16:00;?;?;?;?;?;?;
30/4/2007;12:17:00;?;?;?;?;?;?;
30/4/2007;12:18:00;?;?;?;?;?;?;
30/4/2007;12:19:00;?;?;?;?;?;?;
30/4/2007;12:20:00;?;?;?;?;?;?;
30/4/2007;12:21:00;?;?;?;?;?;?;
30/4/2007;12:22:00;?;?;?;?;?;?;
30/4/2007;12:23:00;?;?;?;?;?;?;
30/4/2007;12:24:00;?;?;?;?;?;?;
30/4/2007;12:25:00;?;?;?;?;?;?;
30/4/2007;12:26:00;?;?;?;?;?;?;
30/4/2007;12:27:00;?;?;?;?;?;?;
30/4/2007;12:28:00;?;?;?;?;?;?;
30/4/2007;12:29:00;?;?;?;?;?;?;
30/4/2007;12:30:00;?;?;?;?;?;?;
30/4/2007;12:31:00;?;?;?;?;?;?;
30/4/2007;12:32:00;?;?;?;?;?;?;
30/4/2007;12:33:00;?;?;?;?;?;?;
30/4/2007;12:34:00;?;?;?;?;?;?;
30/4/2007;12:35:00;?;?;?;?;?;?;
30/4/2007;12:36:00;?;?;?;?;?;?;
30/4/2007;12:37:00;?;?;?;?;?;?;
30/4/2007;12:38:00;?;?;?;?;?;?;
30/4/2007;12:39:00;?;?;?;?;?;?;
30/4/2007;12:40:00;?;?;?;?;?;?;
30/4/2007;12:41:00;?;?;?;?;?;?;
30/4/2007;12:42:00;?;?;?;?;?;?;
30/4/2007;12:43:00;?;?;?;?;?;?;
30/4/2007;12:44:00;?;?;?;?;?;?;
30/4/2007;12:45:00;?;?;?;?;?;?;
30/4/2007;12:46:00;?;?;?;?;?;?;
30/4/2007;12:47:00;?;?;?;?;?;?;
30/4/2007;12:48:00;?;?;?;?;?;?;
30/4/2007;12:49:00;?;?;?;?;?;?;
30/4/2007;12:50:00;?;?;?;?;?;?;
30/4/2007;12:51:00;?;?;?;?;?;?;
30/4/2007;12:52:00;?;?;?;?;?;?;
30/4/2007;12:53:00;?;?;?;?;?;?;
30/4/2007;12:54:00;?;?;?;?;?;?;
30/4/2007;12:55:00;?;?;?;?;?;?;
30/4/2007;12:56:00;?;?;?;?;?;?;
30/4/2007;12:57:00;?;?;?;?;?;?;
30/4/2007;12:58:00;?;?;?;?;?;?;
30/4/2007;12:59:00;?;?;?;?;?;?;
30/4/2007;13:00:00;?;?;?;?;?;?;
30/4/2007;13:01:00;?;?;?;?;?;?;
30/4/2007;13:02:00;?;?;?;?;?;?;
30/4/2007;13:03:00;?;?;?;?;?;?;
30/4/2007;13:04:00;?;?;?;?;?;?;
30/4/2007;13:05:00;?;?;?;?;?;?;
30/4/2007;13:06:00;?;?;?;?;?;?;
30/4/2007;13:07:00;?;?;?;?;?;?;
30/4/2007;13:08:00;?;?;?;?;?;?;
30/4/2007;13:09:00;?;?;?;?;?;?;
30/4/2007;13:10:00;?;?;?;?;?;?;
30/4/2007;13:11:00;?;?;?;?;?;?;
30/4/2007;13:12:00;?;?;?;?;?;?;
30/4/2007;13:13:00;?;?;?;?;?;?;
30/4/2007;13:14:00;?;?;?;?;?;?;
30/4/2007;13:15:00;?;?;?;?;?;?;
30/4/2007;13:16:00;?;?;?;?;?;?;
30/4/2007;13:17:00;?;?;?;?;?;?;
30/4/2007;13:18:00;?;?;?;?;?;?;
30/4/2007;13:19:00;?;?;?;?;?;?;
30/4/2007;13:20:00;?;?;?;?;?;?;
30/4/2007;13:21:00;?;?;?;?;?;?;
30/4/2007;13:22:00;?;?;?;?;?;?;
30/4/2007;13:23:00;?;?;?;?;?;?;
30/4/2007;13:24:00;?;?;?;?;?;?;
30/4/2007;13:25:00;?;?;?;?;?;?;
30/4/2007;13:26:00;?;?;?;?;?;?;
30/4/2007;13:27:00;?;?;?;?;?;?;
30/4/2007;13:28:00;?;?;?;?;?;?;
30/4/2007;13:29:00;?;?;?;?;?;?;
30/4/2007;13:30:00;?;?;?;?;?;?;
30/4/2007;13:31:00;?;?;?;?;?;?;
30/4/2007;13:32:00;?;?;?;?;?;?;
30/4/2007;13:33:00;?;?;?;?;?;?;
30/4/2007;13:34:00;?;?;?;?;?;?;
30/4/2007;13:35:00;?;?;?;?;?;?;
30/4/2007;13:36:00;?;?;?;?;?;?;
30/4/2007;13:37:00;?;?;?;?;?;?;
30/4/2007;13:38:00;?;?;?;?;?;?;
30/4/2007;13:39:00;?;?;?;?;?;?;
30/4/2007;13:40:00;?;?;?;?;?;?;
30/4/2007;13:41:00;?;?;?;?;?;?;
30/4/2007;13:42:00;?;?;?;?;?;?;
30/4/2007;13:43:00;?;?;?;?;?;?;
30/4/2007;13:44:00;?;?;?;?;?;?;
30/4/2007;13:45:00;?;?;?;?;?;?;
30/4/2007;13:46:00;?;?;?;?;?;?;
30/4/2007;13:47:00;?;?;?;?;?;?;
30/4/2007;13:48:00;?;?;?;?;?;?;
30/4/2007;13:49:00;?;?;?;?;?;?;
30/4/2007;13:50:00;?;?;?;?;?;?;
30/4/2007;13:51:00;?;?;?;?;?;?;
30/4/2007;13:52:00;?;?;?;?;?;?;
30/4/2007;13:53:00;?;?;?;?;?;?;
30/4/2007;13:54:00;?;?;?;?;?;?;
30/4/2007;13:55:00;?;?;?;?;?;?;
30/4/2007;13:56:00;?;?;?;?;?;?;
30/4/2007;13:57:00;?;?;?;?;?;?;
30/4/2007;13:58:00;?;?;?;?;?;?;
30/4/2007;13:59:00;?;?;?;?;?;?;
30/4/2007;14:00:00;?;?;?;?;?;?;
30/4/2007;14:01:00;?;?;?;?;?;?;
30/4/2007;14:02:00;?;?;?;?;?;?;
30/4/2007;14:03:00;?;?;?;?;?;?;
30/4/2007;14:04:00;?;?;?;?;?;?;
30/4/2007;14:05:00;?;?;?;?;?;?;
30/4/2007;14:06:00;?;?;?;?;?;?;
30/4/2007;14:07:00;?;?;?;?;?;?;
30/4/2007;14:08:00;?;?;?;?;?;?;
30/4/2007;14:09:00;?;?;?;?;?;?;
30/4/2007;14:10:00;?;?;?;?;?;?;
30/4/2007;14:11:00;?;?;?;?;?;?;
30/4/2007;14:12:00;?;?;?;?;?;?;
30/4/2007;14:13:00;?;?;?;?;?;?;
30/4/2007;14:14:00;?;?;?;?;?;?;
30/4/2007;14:15:00;?;?;?;?;?;?;
30/4/2007;14:16:00;?;?;?;?;?;?;
30/4/2007;14:17:00;?;?;?;?;?;?;
30/4/2007;14:18:00;?;?;?;?;?;?;
30/4/2007;14:19:00;?;?;?;?;?;?;
30/4/2007;14:20:00;?;?;?;?;?;?;
30/4/2007;14:21:00;?;?;?;?;?;?;
30/4/2007;14:22:00;?;?;?;?;?;?;
30/4/2007;14:23:00;?;?;?;?;?;?;
30/4/2007;14:24:00;0.232;0.078;234.570;1.000;0.000;0.000;0.000
30/4/2007;14:25:00;0.232;0.078;234.680;1.000;0.000;0.000;0.000
30/4/2007;14:26:00;0.230;0.078;234.690;1.000;0.000;0.000;0.000
30/4/2007;14:27:00;0.232;0.080;235.370;1.000;0.000;0.000;0.000
30/4/2007;14:28:00;0.160;0.000;234.860;0.800;0.000;0.000;0.000
30/4/2007;14:29:00;0.140;0.000;235.350;0.600;0.000;0.000;0.000
30/4/2007;14:30:00;0.138;0.000;236.120;0.600;0.000;0.000;0.000
30/4/2007;14:31:00;0.138;0.000;235.520;0.600;0.000;0.000;0.000
30/4/2007;14:32:00;0.138;0.000;235.230;0.600;0.000;0.000;0.000
30/4/2007;14:33:00;0.138;0.000;235.090;0.600;0.000;0.000;0.000
30/4/2007;14:34:00;0.164;0.000;235.410;1.000;0.000;0.000;0.000
30/4/2007;14:35:00;0.214;0.048;234.280;1.000;0.000;0.000;0.000
30/4/2007;14:36:00;0.212;0.048;233.650;1.000;0.000;0.000;0.000
30/4/2007;14:37:00;0.212;0.048;233.690;1.000;0.000;0.000;0.000
30/4/2007;14:38:00;0.212;0.046;233.100;1.000;0.000;0.000;0.000
30/4/2007;14:39:00;0.212;0.048;233.880;1.000;0.000;0.000;0.000
30/4/2007;14:40:00;0.208;0.048;233.690;0.800;0.000;0.000;0.000
30/4/2007;14:41:00;0.208;0.050;234.070;0.800;0.000;0.000;0.000
30/4/2007;14:42:00;0.206;0.048;234.020;0.800;0.000;0.000;0.000
30/4/2007;14:43:00;0.206;0.048;234.090;0.800;0.000;0.000;0.000
30/4/2007;14:44:00;0.206;0.048;234.040;0.800;0.000;0.000;0.000
30/4/2007;14:45:00;0.204;0.048;234.020;0.800;0.000;0.000;0.000
30/4/2007;14:46:00;0.204;0.050;234.420;0.800;0.000;0.000;0.000
30/4/2007;14:47:00;0.206;0.050;234.880;0.800;0.000;0.000;0.000
30/4/2007;14:48:00;0.204;0.050;234.960;0.800;0.000;0.000;0.000
30/4/2007;14:49:00;0.204;0.048;233.650;0.800;0.000;0.000;0.000
30/4/2007;14:50:00;0.152;0.000;234.750;0.800;0.000;0.000;0.000
30/4/2007;14:51:00;0.138;0.000;234.850;0.600;0.000;0.000;0.000
30/4/2007;14:52:00;0.250;0.068;234.580;1.200;0.000;0.000;0.000
30/4/2007;14:53:00;0.246;0.076;234.070;1.000;0.000;0.000;0.000
30/4/2007;14:54:00;0.290;0.120;234.140;1.400;0.000;0.000;0.000
30/4/2007;14:55:00;0.326;0.190;234.460;1.600;0.000;1.000;0.000
30/4/2007;14:56:00;0.322;0.190;234.160;1.600;0.000;1.000;0.000
30/4/2007;14:57:00;0.322;0.190;234.110;1.600;0.000;1.000;0.000
30/4/2007;14:58:00;0.322;0.190;234.180;1.600;0.000;2.000;0.000
30/4/2007;14:59:00;0.322;0.190;233.760;1.600;0.000;1.000;0.000
30/4/2007;15:00:00;0.320;0.190;234.230;1.600;0.000;2.000;0.000
30/4/2007;15:01:00;0.318;0.192;234.600;1.600;0.000;1.000;0.000
30/4/2007;15:02:00;0.316;0.192;234.480;1.600;0.000;2.000;0.000
30/4/2007;15:03:00;0.316;0.196;235.310;1.600;0.000;1.000;0.000
30/4/2007;15:04:00;0.316;0.196;235.400;1.600;0.000;1.000;0.000
30/4/2007;15:05:00;0.314;0.196;235.160;1.600;0.000;2.000;0.000
30/4/2007;15:06:00;0.644;0.190;234.560;3.400;0.000;1.000;3.000
30/4/2007;15:07:00;1.358;0.178;233.450;5.800;0.000;1.000;18.000
30/4/2007;15:08:00;1.346;0.178;233.620;5.800;0.000;2.000;17.000
30/4/2007;15:09:00;1.332;0.178;233.500;5.600;0.000;1.000;17.000
30/4/2007;15:10:00;1.326;0.178;233.710;5.600;0.000;1.000;17.000
30/4/2007;15:11:00;1.316;0.176;233.470;5.600;0.000;2.000;17.000
30/4/2007;15:12:00;1.228;0.056;233.780;5.200;0.000;1.000;17.000
30/4/2007;15:13:00;1.224;0.054;233.720;5.200;0.000;1.000;16.000
30/4/2007;15:14:00;1.220;0.054;233.590;5.200;0.000;1.000;17.000
30/4/2007;15:15:00;1.224;0.054;234.090;5.200;0.000;2.000;17.000
30/4/2007;15:16:00;1.220;0.054;233.760;5.200;0.000;1.000;17.000
30/4/2007;15:17:00;1.212;0.052;232.950;5.200;0.000;1.000;16.000
30/4/2007;15:18:00;1.214;0.052;233.160;5.200;0.000;1.000;17.000
30/4/2007;15:19:00;1.218;0.054;233.580;5.200;0.000;1.000;17.000
30/4/2007;15:20:00;1.234;0.058;233.980;5.200;0.000;2.000;17.000
30/4/2007;15:21:00;1.300;0.152;234.020;5.600;0.000;1.000;16.000
30/4/2007;15:22:00;1.290;0.150;233.700;5.400;0.000;1.000;17.000
30/4/2007;15:23:00;1.298;0.154;234.490;5.400;0.000;1.000;17.000
